Trans,URL,Total_Ttl,Jbs_Fld,Trans_ID,Copyright,Pub_Worked,Total_Pub,Trans_loc,Trans_loc_lat,Trans_loc_lng,Trans_BD,Trans_DD,Age,Bio
İzzet Yasar,https://teis.yesevi.edu.tr/madde-detay/izzet-yasar,7,Yayıncılık,Şair -  Yazar -  Reklam Yazarı -  Çevirmen,True,"Günce, Ağaoğlu, E, Sosyal Yayınlar, Yapı Kredi, Metis",6,İstanbul,41.01384,28.94966,1951,2018,67,Edibe Hanım ve Prof. Dr. Muzaffer Yasar'ın oğlu olarak İstanbul'da dünyaya geldi. Galatasaray Lisesindeki eğitimini tamamladıktan sonra İstanbul Üniversitesi İngiliz Dili ve Edebiyatı Bölümüne girdi. İkinci sınıfta öğrenimini yarım bıraktı; çeviriler yaptı. Çevirilerini reklam yazarlığı takip etti. Bir dönem sinemayla da uğraşan Yasar senaryo ve diyaloglar yazdı (Kolektif 2003: 1074). 13 Temmuz 2018'de akciğer kanserine yenik düşerek İstanbul'da vefat etti (Günersel 2018).
ŞEMSÎ- Hüseyin Şemsi Ergüneş,https://teis.yesevi.edu.tr/madde-detay/semsi-huseyin-semsi-ergunes,29,Kamu Ve Hukuk -  Yayıncılık,Aşık -  Memur,True,İz,1,"Sofya, Bulgaristan",42.69751,23.32415,1871,1968,97,"Babası Bolu Gerede'nin Danişmentler (bugün Taşmanlar) köyünden olan halk şairi ve mutasavvıf Mustafa Hıfzı’dır (Ergüneş 1976: X). Mustafa Hıfzı, oldukça maceralı bir gençlik dönemi sırasında iki kere evlenmiştir. Hüseyin Şemsi, H. 1288 (M. 1871-1872) yılında Hıfzı’nın üçüncü evliliğinden Sofya’da doğmuştur (İzgören 2018: 16-17). Yukarıda verilen doğum tarihi nüfus cüzdanına göredir. Oysa Abdullah Özay’ın istinsah ettiği Şemsi Divanı’nın ilk sayfasında Hüseyin Şemsi Efendi, doğum tarihiyle ilgili olarak 1293 harbinde 10-15 yaşlarında olduğunu; ayrıca vefat ettiği yıl da 101 yaşında olduğunu bildirmiştir. Şu durumda H. 1283 (M. 1866-1867) tarihinde doğmuş olmalıdır (Tatcı vd. 2018: XXV). Annesi Redife Hanım, Sofyalı Bali Baba tekkesi şeyhi Ahmed Baba’nın kızıdır. Gerek annesi gerekse babası iyi eğitim almış kişilerdi (Ergüneş 1976: X). Ahmed Baba, son yıllarında Mustafa Hıfzı’ya hilafet vererek, tekke ve ihvanın yönetimini damadına bırakmıştır. Bu ortamda doğan Hüseyin Şemsi, iyi bir eğitim almıştır. Bulgar isyanı sırasında Bulgarlar tarafından tekke yakılıp çevredeki ahali katliama tabi tutulmaya başlayınca Mustafa Hıfzı, ailesiyle Sofya’dan göçüp Makedonya’daki Köprülü’ye gelirler. Buraya çok yakın olan Ustrumca’da Mustafa Hıfzı’nın kan kardeşi Hacı Faik Bey yaşamaktadır. Hacı Faik Bey, Muhammed Nuru’l-Arabi’nin halifelerindendir (Ergüneş 1976: X-XI; İzgören 2018: 17-18). Bu sırada on üç yaşında olan (İzgören 2018: 18) Hüseyin Şemsi, hem tahsiline Köprülü’de devam eder hem de amca dediği Hacı Faik Bey vasıtasıyla Muhammed Nuru’l-Arabi’yi tanıyarak, sohbetlerine devam etmeye başlar. Hatta sesinin güzelliği sebebiyle tekkede ilahiler okur. Muhammed Nuru’l-Arabi’ye intisab etmek isterse de yaşı henüz küçük olduğundan kabul edilmez (İzgören 2018: 18-19). Bir süre sonra Muhammed Nuru’l-Arabi, yaşlılığı sebebiyle tekkeye şeyh olarak Hacı Faik Bey’i tayin etmiş, kısa bir süre sonra da 13 Mart 1888’de vefat etmiştir. Bu sırada on sekiz yaşında olan Hüseyin Şemsi, bir yıl sonra öğrenimini tamamlamış ve Ustrumca Düyûn-ı Umûmiye muhasebe kalemine mülazemeten memur olarak girmiş ve aynı yıl evlenmiştir (Ergüneş 1976: XI). Bu evlilikten üç oğlu olur (İzgören 2018: 19). H. 1312 (M. 1894-1895) yılında Hacı Faik Bey’e intisab eder. Hacı Faik Bey’in Selanik’e yaptığı bir seyahat sırasında 1904 yılında vefat etmesi üzerine, onun yerine geçen Muhammed Nuru’l-Arabi’nin oğlu Hacı Şerif Efendi’ye bağlanmış, onun da H. 1326 (M. 1908) yılındaki ölümünden sonra Muhammed Nûr’un torunu Hacı Kemal Efendi’den ders alarak sülûkunu tamamlamıştır (Ergüneş 1976: XI; Tatcı, Özay 2018: XXV). 1897 Türk-Yunan Savaşı’na katılarak berat nişanı alır (Tan 2016: 416). Balkanlardaki karışıklıklar can güvenliği açısından iyiden iyiye tehlikeli bir hal alınca Hüseyin Şemsi ailesiyle birlikte 1910 yılında Anadolu’ya göç eder. Bu sırada yolda bulduğu bir kız çocuğunu da evlat edinir. Önce İzmir’e, ardından Bursa’ya yerleşir. İki sene Bursa’da kaldıktan sonra İstanbul’a tayini çıkar. İstanbul’a yerleştikten bir süre sonra ilk eşi veremden vefat eder. İkinci eşi, kendisinden oldukça küçük olan Gülsüm Şevket Hanım’dır. Bu eşinden de üç oğlan sahibi olan Hüseyin Şemsi’nin altı erkek evladı olmuştur (İzgören 2018: 19-23). İstanbul’da görev yaparken 1927 yılında (Tan 2016: 416), Düyûn-ı Umûmiye’den emekli olur (İzgören 2018: 19-21). Emekliliğinin ardından tasavvufi faaliyetlere ağırlık verir. Divanını hazırlar, çeşitli tasavvufi eserlerin tercümesini yapar. 30 Ocak 1968 tarihinde İstanbul’da vefat eder ve Edirnekapı Şehitliği’ne defnedilir."
Şaban Mahmudoğlu Kalkan,https://teis.yesevi.edu.tr/madde-detay/saban-mahmudoglu-kalkan,1,Eğitim Ve Bilim -  Yayıncılık,Şair -  Edebiyat Tarihçisi.,True,Ensa,1,"Razgrad, Bulgaristan",43.53333,26.51667,1938,,86,"Bulgaristan’ın Razgrat iline bağlı Şeremet (Veselest) köyünde doğdu. İlk ve ortaokulu köyünde, lise eğitimini Kubrat kentinde tamamladı. Şumnu’da öğretmen enstitüsünün Tarih-Rusça-Türkçe Bölümü’nden mezun oldu. Bir süre öğretmenlik yaptı. Daha sonra Şumnu’daki Tıp Enstitüsü’nün Köy Hekimliği Bölümü’nden mezun oldu ve uzun yıllar köy hekimliği yaptı. Mahmudov, 1989 yılında zorunlu göçe tabi tutularak İzmir’e yerleşti. Türkiye’de “Kalkan” soyadını alan şair İzmir’de bir devlet hastanesinde görev yaparak 2003 yılında emekli oldu. Edebi şahsiyeti yanı sıra Bulgaristan Türklerinin edebiyat tarihi üzerinde çok sayıda araştırması yayınlanan Kalkan, Balkanlarda yaratılan Türk Edebiyatlarını, Türkiye ve Türk Dünyası’na tanıtan önemli isimlerden biri oldu."
Şadan Karadeniz,https://teis.yesevi.edu.tr/madde-detay/karadeniz-sadan,26,Yayıncılık,Yazar -  Çevirmen,True,"Milli Eğitim Bakanlığı, Devlet Kitapları, Dost, Can, İletişim, Metis, Telos, Oğlak, Yapı Kredi, Tavanarası, Salyangoz",11,Trabzon,41.005,39.72694,1931,,93,"İstiklal Madalyası sahibi, eski bakan ve avukat olan Raif Bey ile Zehra Hanım'ın kızı olarak, Trabzon'un Vakfıkebir ilçesinde doğdu. İlkokulu Ankara'da, ortaokulu Trabzon Kız Ortaokulunda tamamladı. Ardından TED Ankara Kolejini bitirdi ve 1951 yılında Ankara Üniversitesi Dil ve Tarih-Coğrafya Fakültesi İngiliz Dili ve Edebiyatı Bölümünden mezun oldu. 1967 ve 1968 yıllarında Londra'da BBC Türkçe Yayınlar Bölümünde çalıştı. Bir süre Dışişleri Bakanlığında görev aldı. 1968 ve 1971 yılları arasında TRT Genel Müdürlüğü Merkez Program Dairesinde program uzmanlığı yaptı. Bu görevden sonra Türk Tarih Kurumu'nda uzman çevirmen oldu. Türk Tarih Kurumu tarafından yayınlananÇeviriadlı derginin yazı üyeliğinde bulundu. Karadeniz, Edebiyatçılar Derneği ve PEN Yazarlar Derneği üyesidir."
Şahabettin Süleyman,https://teis.yesevi.edu.tr/madde-detay/sahabettin-suleyman,1,Medya -  Yayıncılık,Yazar -  Gazeteci,False,Şahit,1,İstanbul,41.01384,28.94966,1885,1919,34,"1885 yılında doğan yazarın baba tarafından soyu, Zeybek Türkmenlerinden Çavdarlı Ali Ağa Hanedanı’na dayanır. Aile, 1700'lü yılların ilk çeyreğinde Türkmenistan'dan göçerek Balıkesir, Sındırgı-Bigadiç dolaylarına yerleşmiş; devri için önemli isimleri yetiştirmiş ve devlet yönetiminde de önemli mevkiler edinmiştir. Şahabettin Süleyman, uzun yıllar Karesi Mutasarrıflığı yapan Şerif Bey’in en küçük oğlu olan, Defter-i Hakani müdürü Süleyman Şevket Bey’in oğludur (Polat 1987). Yazarın aynı zamanda nazırlık da yapan amcaoğlu Damat Mehmet Şerif Paşa; kardeşleri Memduh Süleyman ve Rıza Beyler, tercümeleri ve özellikle felsefe-tarih alanlarında basılmış eserleri bulunan isimlerdir. İlk ve orta mektepler ile idadiyi İzmir’de tamamlayan yazar, özellikle İzmir İdadisi'nde edebiyata dair ilk zevklerini edinmeye başladı. İzmir Maarif Müdürü Emrullah Efendi'den Türk edebiyatı hususunda özel dersler de alan yazar, Ömer Seyfettin ile de bu dönemde tanıştı ve ondan etkilendi. Liseden sonra İstanbul'a gelen Şahabettin Bey, İzmir’den okul arkadaşları olan Baha Tevfik, Mehmed Şükrü Saraçoğlu gibi isimlerle birlikte Mülkiye Mektebi’ne 196 mektep numarasıyla kaydoldu (Çankaya 1969). Babasını bu devrede kaybetti, maddi açıdan büyük zorluklar yaşadı ve henüz öğrencilik dönemlerinde çalışma hayatına atılarak, Maarif Nezareti tarafından İzmir İlköğretim Dairesi Katipliği ile görevlendirildi. Mülkiye’yi 1908 yılının Kasım ayında, iyi derece ile tamamladı (Çankaya 1969). Aynı yıl, Vefa Lisesi’nin Fransızca öğretmenliğine ve müdür yardımcılığına atandı (TBEA, 756). Yazar, zaten idadi yıllarından itibaren Fransızca ile yakın ilişkideydi ve Mülkiye döneminde bu dili mükemmelen öğrendi. Bu sayede öğretmenlikte başarılı olduğu gibi Mısır’daki Jön Türk yayınlarını da takip etme ve İttihatçılar içerisinde kendisine yer bulma imkanına sahip oldu. Siyasete atılma amacına rağmen, birkaç yıl içerisinde Cemiyet ile çeşitli anlaşmazlıklara düşerek onlardan ayrıldı ve kendisini öğretmenliğe adadı. Ancak Gezgin’in onunla ilgili söylediği “bedii telakkilerinde, sanat bahsinde anarşist bir ruh taşırdı. İnandığı bir davayı ne pahasına olursa olsun ortaya fırlatmaktan çekinmezdi” (Gezgin 2013) cümlesini ispatlarcasına kaleme aldığıÇıkmaz SokakveSiyah Süsisimli tiyatrolarının, toplum ahlakına aykırı görülmesi nedeniyle vazifesine son verildi ve neredeyse ancak bir yıl sonra İstanbul Lisesi'nin Lisan-ı Osmani derslerini okutmakla görevlendirildi (Çetindaş 2017). 1909’da ortak bir sanat anlayışına sahip olduğu Cemil Süleyman, Mehmet Fuat, İbrahim Alaaddin, Ali Canip, Tahsin Nahit gibi isimlerle bir araya gelen Şahabettin Süleyman, Fecr-i Ati’nin kurulmasına öncülük etti. 1910’da Darüttemsil-i Osmani’nin edebi heyetine alındı (Şen 2006). 1911’de bir kez daha öğretmenliğe döndü ve Galatasaray Lisesi'nde Türkçe dersleri verdi. Fecr-i Ati’nin pek çok üyesini etkileyen Balkan Savaşları, Şahabettin Süleyman'ı da milli ve vatani konularda eserler yazmaya yönlendirdi. Ayrıca yazar, yine bu dönemlerde Türk Ocağı'nın toplantılarına devam etti. 1914’te Darülmuallimin-i Aliye’de Edebiyat ve Fransızca hocalığı yaptı, müdür yardımcısı olarak görev aldı. Aynı yıl, Köse Raif Paşa'nın kızı bulunan ve devrinin tanınmış kadın şairlerinden olan İhsan Raif Hanım ile evlendi. Bu evlilik, aile özlemi içerisinde bunalan (Karaosmanoğlu 1969) yazarı içinde bunaldığı sefih hayattan ve her şikayetinde çevresindekilerin gözlerini ""dolu dolu"" yapan maddi sıkıntılarından kurtardı (Ozansoy 2016). 1915'te, Galatasaray Lisesi'nde edebiyat; İstanbul Lisesi'nde edebiyat ve felsefe öğretmenlikleri görevinde bulundu. 1919 yılında sağlık için gittiği bir tatil küründe, İsviçre’de, İspanyol gribi salgınına yakalanarak vefat etti. Mezarı, İsviçre’de Davos-Platz kasabasındadır (Özkırımlı 2005; Tekin 2010)."
Şahap Sıtkı,https://teis.yesevi.edu.tr/madde-detay/sahap-sitki,6,Yayıncılık,Şair -  Yazar -  Çevirmen,True,Milli Eğitim Bakanlığı,1,Niğde,37.96583,34.67935,1915,1991,76,"Zahide Hanım ile A. Sıtkı Bey’in çocuğu olarak Niğde’de dünyaya gelen Şahap Sıtkı, soyadı kanununun çıkmasından sonra İlter soyadını alır. Babası A. Sıtkı Bey’in görevi dolayısıyla öğrenim hayatını Anadolu’nun çeşitli şehirlerinde geçer. İlkokulu Niğde’de Cumhuriyet İlkokulu’nda, ortaokulu Isparta Ortaokulu’nda, liseyi ise Antalya Lisesi’nde tamamlayan Şahap Sıtkı, lise öğreniminden sonra 1936’da Matbuat Müdürlüğü’nde çalışmaya başlar ve bir yıl sonra 1937’de PTT’de, aynı yılın sonunda ise Ankara Radyosu’nda memur olarak görev alır. 1940’a kadar Ankara Radyosu’nda çalışan yazar, aynı yıl Milli Eğitim Bakanlığı Tercüme Bürosunda da çalışmaktadır. 1941’de Ankara Üniversitesi Hukuk Fakültesi'nden mezun olan Şahap Sıtkı İlter, 1948’de Basın Yayın Genel Müdürlüğü’nde çalışmaya başlar. 1952-1954 yılları arasında Çocuk Esirgeme Kurumu’nda Neşriyat Müdürü olarak görev yapan yazar, Ziraat Bankası’nda basım bürosu amiri iken emekli olur."
Şavkar Altınel,https://teis.yesevi.edu.tr/madde-detay/altinel-savkar,4,Yayıncılık,Şair -  Gezi Yazarı -  Deneme Yazarı -  Çevirmen,True,"Adam, Can, Yapı Kredi",3,İstanbul,41.01384,28.94966,1953,,71,"Asıl adı Ahmet Şavkar olan şair, Cahide Hanım ve avukat Hulusi Altınel’in oğlu olarak İstanbul’da doğmuştur. 1959’da Nilüfer Hatun İlkokulu’nda başlayan öğrenim hayatına 1959-1964 yılları arasında İngiliz Erkek Ortaokulu’nda, lise öğrenimini ise Robert Kolej’de tamamlamıştır (1972). Aynı yıl kazandığı bursla Amerika’ya gitmiş ve Chicago Üniversitesi’nde dört yıl İngiliz Edebiyatı öğrenimi görmüştür. 1976 yılında kazandığı doktora bursuyla Glasgow’a giden Altınel, 1979’da doktorasını tamamladıktan sonra evlenmiş ve on yıl burada yaşamıştır. 1980-1994 arasında serbest editör olarak çalışmış, 1994’ten sonra da serbest tercümanlık yapmıştır. Türkiye’ye çok sık gelmeyen Şavkar Altınel Londra’da yaşamını sürdürmektedir. 2009’da yayımlananTepedeki Yabancıkitabıyla deneme alanında Memet Fuat Ödülü’nü; 2011 yılında ise “Edebiyat değerlerine sürekli bağlılığı ve farklı edebiyatlar arasında köprü oluşu” gerekçesiyle Erdal Öz Edebiyat Ödülü’nü aldı."
Şemsettin Sami,https://teis.yesevi.edu.tr/madde-detay/semsettin-sami,8,Medya -  Eğitim Ve Bilim -  Yayıncılık,Romancı -  Dil Bilimci -  Araştırmacı -  Gazeteci -  Yazar Ve Çevirmen,False,"Camlı Han, Matbaa-i Osmaniye, Mihran",3,"Fraşer, Arnavutluk",40.36609345376363,20.426483362593647,1850,1904,54,"Arnavutluk’un Yanya eyaletinin Premedi ilçesine bağlı Dağlı nahiyesinin merkezi olan Fraşer’de, 1850 yılında dünyaya geldi. Arnavutluk’ta Sami Frasheri olarak tanınır (Levend 2010). Yazarın baba tarafından ailesi, Berat’tan göç ederek Fraşer’e yerleşen bir Bektaşi ailesidir. Dedesi Durmuş Efendi, babası Halit Bey’dir. Yazarın annesi ise İmrahor İlyas Efendi’nin soyundan Emine Hanım’dır (Akün 1969). Yazar, ilk eğitimini Fraşer’de bir Bektaşi tekkesinde aldı ve Kalkandelenli Mahmud Efendi’den de özel ders gördü. Henüz dokuz yaşında iken babasını, on bir yaşındayken de annesini kaybetti. Arnavut milliyetçisi olarak tanınan ağabeyi Abdül Bey tarafından himaye edilen ve Yanya'ya götürülen yazar, burada bir Rum okuluna devam etti ve yedi yıl süren tahsilini 1870'de tamamladığında Arapça, Farsçanın yanında, Rumca, İtalyanca, Fransızca ve antik Yunanca da öğrenmişti (Tural 1999). Bir süre Yanya Mektubi Kalemi'ne devam ettikten sonra 1871'de İstanbul Matbuat Kalemi'nde göreve başladı. İşine ek olarak çeşitli gazetelerde mütercimlik ve redaktörlük yaptı. 1874'teVilayet Gazetesi'nde çalışması için Trablusgarp'ta görevlendirildi (TBEA 2001). 1875'te İstanbul'a dönen yazar, gazeteciliğe devam etti. 1877'de Cezayir-i Bahr-i Sefid valisi mühürdarı olarak yaklaşık altı ay görev yapacağı Rodos'a gitti. 1877-78 Osmanlı Rus Savaşı'nı müteakip, Yanya'ya geçti ve Abidin Paşa başkanlığındaki Askeriye Sevk Komisyonu'nda başkatip olarak görev yaptı. Savaşın bitmesinin ardından tekrar İstanbul'a dönerek,Tercüman-ı Şarkgazetesinin başyazarlığını üstlendi. Arnavutlukla ilgili kararlar nedeniyle gazetesi kapandı ve yazarın gazetecilik çalışmaları bu olay üzerine son buldu (Dağlıoğlu 1934). Siyasi gelişmeleri yakından takip etti ve Arnavutluk topraklarının bir kısmının Yunanistan'a verilmesi kararının ardından, ağabeyi Abdül Bey'in liderliğindeki Arnavut İttihadı adlı örgüte destek verdi. 1879'da, Sultan II. Abdülhamid'in izniyle Cemiyet-i İlmiyye-yi Arnavudiyye'nin kurucuları arasında yer aldı. Bu sırada kaleme aldığı Arnavutça gramer ve Latin alfabesi temelli Arnavut alfabesi çalışmaları, onun Arnavut Milliyetçisi olduğuna dair kanaatleri kuvvetlendirdi. 1881'de Askeri Teftiş Komisyonu'nun katipliğine getirildi ve uzun yıllar bu görevi yürüttü. 1884'te ilk evliliğini Kazasker Saadettin Efendi'nin kızı Emine Veliye Hanımla yaptı ve bu evliliğinden dört çocuğu dünyaya geldi. Eşinin 1893'te ölümünün ardından gerçekleştirdiği ikinci evliliğini ağabeyinin dul eşi Belkıs Hanımla yaptı. Şemseddin Sami'nin bu evliliğinden de bir çocuğu bulunmaktadır (Tural 1999). Ömrünün son zamanlarında gramer ve sözlük başta olmak üzere ilmi eserler hazırlayıp, bir bölümünü yayımladı. 1904'te vefat eden yazar, ilk olarak Sahrayıcedit Camii karşısındaki aile kabristanına defnedilmiş, daha sonra 1968'de Feriköy'deki aile mezarlığına nakledilmiştir (Çalık 1996). Ş. Sami, Önemli spor adamlarımızdan Ali Sami Yen'in babasıdır."
Şemsettin Ünlü,https://teis.yesevi.edu.tr/madde-detay/semsettin-unlu,2,Yayıncılık,Şair -  Yazar,True,"Afyon Gazetesi, Dünya Gazetesi",2,"Harput, Elazığ",38.70500409159133,39.25037804028364,1928,,96,"1 Eylül 1928’de Harput’ta doğan Şemsettin Ünlü, ilk ve orta öğrenimini Elazığ’da tamamladı. 1946’da Kuleli Askeri Lisesi’nden mezun oldu.1948 yılında subay olan yazar, 1950'de İzmir Gaziemir Ulaştırma Okulu'nda ulaştırma temel eğitimi gördü ve mezun oldu. 1965’te ODTÜ İdari Bilimler Fakültesi Ekonomi-İstatistik Bölümü’nden mezun oldu. 1970’te albay iken emekli olan Ünlü, Tübitak Yöneylem Araştırması Ünitesi'nde araştırmacı (1970-1972), GİMA'da genel müdür yardımcısı (1972-1974), OYAK'ta genel müdür yardımcısı (1974-1983), Türk Otomotiv Endüstrileri A.Ş.'de genel müdür olarak görev yaptı. Evli ve iki çocuk babası olan Ünlü, Bursa'da yaşamaktadır."
Şerafettin Yaltkaya,https://teis.yesevi.edu.tr/madde-detay/serafettin-yaltkaya,6,Kamu Ve Hukuk -  Din -  Yayıncılık,Din Adamı -  Bürokrat -  Şair,False,"Bozkurt, Türk Tarih Kurumu, Milli Eğitim Bakanlığı",3,İstanbul,41.01384,28.94966,1880,1947,67,"Mehmet Şerafettin (Yaltkaya) 1879/1880 yılında İstanbul Kocamustafapaşa'da doğdu. Aslen Ürgüplüdür. Babası Kadiriyye tarikatı şeyhlerindendir. Sıbyan Mektebi ve rüştiye eğitiminin ardından 1899'da Darülmuallimin'den mezun oldu. Dönemin meşhur isimlerinden dersler alarak medrese tahsilini tamamladı ve 1902 yılında icazet aldı. 1912'de Beyazıt Camii'nde ders kürsüsüne çıktı. 1923'te Süleymaniye Medresesi Müdür Yardımcılığı görevine getirildi. 1924 yılında Dar’ül-Fünun İlahiyat Fakültesi’ne Kelam Tarihi Müderrisi olarak atandı. Daha sonra da İslam Dini ve Felsefesi alanında Ordinaryüs Profesör oldu. Cumhuriyet'in kurulmasının akabinde medreselerin kapatılmasının ardından kurulan Dar'ül-Fünun İlahiyat Fakültesi'nde uzun müddet ders verdi. Bu fakültenin üniversite reformuyla kapatılmasının ardından İslam Tedkikleri Enstitüsü Müdürlüğü'ne getirildi. Hilmi Ziya Ülken ile birlikte iki sayı olarak yayımlanabilenFelsefe Yıllığıadlı mecmuayı çıkardı.Sebilürreşat, Beyanü’l Hak, Mihrab, İlahiyat, İslamgibi dergilerde çok sayıda makalesi yayımlandı. Atatürk'ün cenaze namazını kıldırdı. 1942'de Diyanet İşleri Başkanlığı'na atanan ikinci başkan olarak başladığı görevini 1947'de vefat edene dek sürdürdü. Mezarı, Cebeci Asri Mezarlığı'ndadır (Kara 2013: 308-310, Özel 2002: 91, 92)."
